20.871878,-0.000115,0.488944,0.053831
20.892218,-0.000354,0.488711,0.053547
20.912616,-0.000591,0.488480,0.053264
20.933070,-0.000826,0.488251,0.052983
20.953525,-0.001059,0.488025,0.052704
20.974094,-0.001291,0.487801,0.052427
20.994606,-0.001519,0.487580,0.052152
21.015232,-0.001746,0.487361,0.051879
21.035859,-0.001971,0.487145,0.051609
21.056543,-0.002193,0.486930,0.051341
21.077284,-0.002413,0.486719,0.051074
21.098082,-0.002632,0.486509,0.050810
21.118881,-0.002847,0.486303,0.050548
21.139736,-0.003061,0.486098,0.050288
21.160649,-0.003272,0.485897,0.050030
21.181619,-0.003482,0.485697,0.049775
21.202590,-0.003688,0.485501,0.049522
21.223617,-0.003893,0.485307,0.049271
21.244702,-0.004095,0.485116,0.049023
21.265844,-0.004295,0.484927,0.048776
21.287044,-0.004492,0.484741,0.048532
21.308243,-0.004687,0.484558,0.048291
21.329500,-0.004879,0.484378,0.048052
21.350814,-0.005069,0.484200,0.047816
21.372128,-0.005256,0.484026,0.047582
21.393557,-0.005442,0.483853,0.047351
21.414985,-0.005624,0.483684,0.047122
21.436471,-0.005803,0.483518,0.046895
21.458014,-0.005981,0.483355,0.046672
21.479557,-0.006155,0.483195,0.046451
21.501215,-0.006327,0.483037,0.046232
21.522873,-0.006496,0.482883,0.046016
21.544588,-0.006662,0.482731,0.045803
21.566361,-0.006826,0.482583,0.045593
21.588133,-0.006986,0.482438,0.045385
21.610020,-0.007144,0.482296,0.045180
21.631907,-0.007299,0.482157,0.044978
21.653851,-0.007451,0.482021,0.044779
21.675853,-0.007601,0.481888,0.044583
21.697912,-0.007747,0.481759,0.044389
21.719971,-0.007890,0.481633,0.044199
21.742144,-0.008031,0.481510,0.044011
21.764318,-0.008168,0.481391,0.043826
21.786548,-0.008303,0.481275,0.043645
21.808836,-0.008434,0.481162,0.043466
21.831182,-0.008562,0.481052,0.043291
21.853584,-0.008687,0.480947,0.043119
21.875987,-0.008809,0.480844,0.042950
21.898504,-0.008928,0.480745,0.042783
21.921021,-0.009043,0.480650,0.042621
21.943596,-0.009155,0.480558,0.042461
21.966228,-0.009264,0.480470,0.042305
21.988917,-0.009370,0.480386,0.042152
22.011606,-0.009471,0.480305,0.042003
22.034410,-0.009570,0.480228,0.041856
22.057271,-0.009666,0.480155,0.041713
22.080132,-0.009757,0.480085,0.041574
22.103050,-0.009845,0.480020,0.041438
22.126026,-0.009930,0.479958,0.041306
22.149116,-0.010011,0.479900,0.041177
22.172149,-0.010089,0.479846,0.041052
22.195296,-0.010162,0.479796,0.040930
22.218501,-0.010233,0.479750,0.040812
22.241763,-0.010299,0.479708,0.040698
22.265025,-0.010362,0.479670,0.040588
22.288402,-0.010421,0.479637,0.040481
22.311779,-0.010475,0.479607,0.040378
22.335270,-0.010527,0.479582,0.040279
22.358761,-0.010574,0.479560,0.040184
