20.871878,-0.000008,0.635769,0.070123
20.892218,-0.000022,0.635762,0.070049
20.912616,-0.000033,0.635760,0.069979
20.933070,-0.000041,0.635760,0.069911
20.953525,-0.000046,0.635764,0.069846
20.974094,-0.000048,0.635771,0.069784
20.994606,-0.000047,0.635782,0.069726
21.015232,-0.000043,0.635796,0.069670
21.035859,-0.000036,0.635813,0.069617
21.056543,-0.000026,0.635834,0.069567
21.077284,-0.000013,0.635859,0.069521
21.098082,0.000004,0.635887,0.069477
21.118881,0.000023,0.635918,0.069437
21.139736,0.000046,0.635953,0.069400
21.160649,0.000072,0.635992,0.069366
21.181619,0.000101,0.636034,0.069335
21.202590,0.000134,0.636080,0.069307
21.223617,0.000170,0.636130,0.069283
21.244702,0.000209,0.636183,0.069262
21.265844,0.000252,0.636240,0.069244
21.287044,0.000298,0.636301,0.069230
21.308243,0.000348,0.636366,0.069219
21.329500,0.000401,0.636435,0.069212
21.350814,0.000457,0.636507,0.069208
21.372128,0.000517,0.636584,0.069208
21.393557,0.000581,0.636664,0.069211
21.414985,0.000648,0.636749,0.069217
21.436471,0.000719,0.636837,0.069227
21.458014,0.000793,0.636929,0.069241
21.479557,0.000872,0.637026,0.069259
21.501215,0.000954,0.637126,0.069280
21.522873,0.001039,0.637231,0.069305
21.544588,0.001129,0.637340,0.069333
21.566361,0.001222,0.637453,0.069366
21.588133,0.001319,0.637570,0.069402
21.610020,0.001420,0.637692,0.069442
21.631907,0.001525,0.637818,0.069486
21.653851,0.001634,0.637948,0.069533
21.675853,0.001747,0.638083,0.069585
21.697912,0.001864,0.638222,0.069641
21.719971,0.001985,0.638365,0.069701
21.742144,0.002110,0.638513,0.069764
21.764318,0.002239,0.638666,0.069832
21.786548,0.002372,0.638823,0.069904
21.808836,0.002510,0.638984,0.069980
21.831182,0.002652,0.639151,0.070061
21.853584,0.002798,0.639322,0.070145
21.875987,0.002948,0.639497,0.070234
21.898504,0.003103,0.639678,0.070327
21.921021,0.003262,0.639863,0.070425
21.943596,0.003425,0.640053,0.070527
21.966228,0.003593,0.640248,0.070633
21.988917,0.003766,0.640448,0.070744
22.011606,0.003942,0.640652,0.070859
22.034410,0.004124,0.640862,0.070978
22.057271,0.004310,0.641077,0.071103
22.080132,0.004501,0.641296,0.071232
22.103050,0.004696,0.641521,0.071365
22.126026,0.004896,0.641751,0.071503
22.149116,0.005102,0.641986,0.071647
22.172149,0.005311,0.642226,0.071794
22.195296,0.005526,0.642472,0.071947
22.218501,0.005746,0.642723,0.072104
22.241763,0.005970,0.642980,0.072267
22.265025,0.006199,0.643241,0.072434
22.288402,0.006434,0.643508,0.072606
22.311779,0.006673,0.643781,0.072783
22.335270,0.006918,0.644059,0.072966
22.358761,0.007168,0.644343,0.073153
22.382310,0.007423,0.644632,0.073346
22.405973,0.007684,0.644927,0.073544
22.429636,0.007949,0.645228,0.073747
22.453357,0.008220,0.645534,0.073956
22.477134,0.008496,0.645847,0.074169
22.500969,0.008778,0.646165,0.074388
22.524862,0.009065,0.646489,0.074613
22.548811,0.009358,0.646819,0.074843
22.572818,0.009656,0.647155,0.075079
22.596825,0.009959,0.647496,0.075319
22.620947,0.010269,0.647844,0.075566
22.645126,0.010584,0.648199,0.075819
22.669362,0.010905,0.648559,0.076077
22.693598,0.011232,0.648925,0.076341
22.717948,0.011564,0.649298,0.076611
22.742356,0.011903,0.649678,0.076886
22.766822,0.012248,0.650064,0.077168
22.791287,0.012598,0.650455,0.077455
22.815867,0.012954,0.650854,0.077749
22.840504,0.013317,0.651259,0.078049
22.865141,0.013685,0.651670,0.078354
22.889893,0.014060,0.652089,0.078666
22.914702,0.014442,0.652514,0.078984
22.939569,0.014830,0.652946,0.079309
22.964492,0.015224,0.653385,0.079640
22.989416,0.015623,0.653829,0.079976
23.014454,0.016030,0.654282,0.080320
23.039550,0.016443,0.654741,0.080670
23.064703,0.016863,0.655208,0.081027
23.089913,0.017290,0.655681,0.081390
23.115180,0.017723,0.656161,0.081760
23.140562,0.018164,0.656650,0.082138
23.165944,0.018610,0.657145,0.082521
23.191383,0.019064,0.657647,0.082911
23.216880,0.019524,0.658156,0.083308
23.242491,0.019992,0.658674,0.083713
23.268103,0.020466,0.659198,0.084123
23.293828,0.020948,0.659731,0.084542
23.319611,0.021438,0.660271,0.084968
23.345395,0.021933,0.660818,0.085400
23.371292,0.022436,0.661373,0.085840
23.397247,0.022947,0.661936,0.086287
23.423260,0.023465,0.662507,0.086742
23.449386,0.023992,0.663087,0.087205
23.475513,0.024524,0.663674,0.087674
23.501697,0.025065,0.664268,0.088151
23.527996,0.025614,0.664871,0.088636
23.554352,0.026170,0.665483,0.089129
23.580766,0.026734,0.666103,0.089629
23.607236,0.027306,0.666731,0.090138
23.633764,0.027885,0.667367,0.090653
23.660349,0.028473,0.668011,0.091177
23.687049,0.029069,0.668665,0.091710
23.713749,0.029672,0.669326,0.092249
23.740564,0.030284,0.669996,0.092798
23.767435,0.030905,0.670676,0.093355
23.794364,0.031533,0.671363,0.093920
23.821351,0.032170,0.672060,0.094492
23.848451,0.032816,0.672766,0.095075
23.875610,0.033470,0.673481,0.095666
23.902768,0.034132,0.674204,0.096263
23.930098,0.034804,0.674938,0.096872
23.957428,0.035484,0.675680,0.097488
23.984815,0.036172,0.676430,0.098113
24.012317,0.036870,0.677192,0.098747
24.039877,0.037577,0.677962,0.099390
24.067493,0.038292,0.678741,0.100042
