16.000000,0.455811
16.250000,0.446073
16.500000,0.436404
16.750000,0.426793
17.000000,0.417235
17.250000,0.407721
17.500000,0.398246
17.750000,0.388802
18.000000,0.379385
18.250000,0.369990
18.500000,0.360610
18.750000,0.351242
19.000000,0.341880
19.250000,0.332521
19.500000,0.323161
19.750000,0.313795
20.000000,0.304420
20.250000,0.295032
20.500000,0.285629
20.750000,0.276205
21.000000,0.266759
21.250000,0.257287
21.500000,0.247786
21.750000,0.238253
22.000000,0.228686
22.250000,0.219080
22.500000,0.209434
22.750000,0.199745
23.000000,0.190010
23.250000,0.180227
23.500000,0.170392
23.750000,0.160504
24.000000,0.150560
24.250000,0.140556
24.500000,0.130492
24.750000,0.120363
25.000000,0.110168
25.250000,0.099905
25.500000,0.089570
25.750000,0.079162
26.000000,0.068678
26.250000,0.058115
26.500000,0.047472
26.750000,0.036745
27.000000,0.025932
27.250000,0.015031
27.500000,0.004040
