40.000000,0.347637
40.250000,0.343588
40.500000,0.339581
40.750000,0.335615
41.000000,0.331688
41.250000,0.327800
41.500000,0.323950
41.750000,0.320136
42.000000,0.316357
42.250000,0.312613
42.500000,0.308903
42.750000,0.305226
43.000000,0.301580
43.250000,0.297966
43.500000,0.294382
43.750000,0.290827
44.000000,0.287302
44.250000,0.283805
44.500000,0.280335
44.750000,0.276892
45.000000,0.273475
45.250000,0.270083
45.500000,0.266717
45.750000,0.263375
46.000000,0.260057
46.250000,0.256762
46.500000,0.253489
46.750000,0.250239
47.000000,0.247011
47.250000,0.243804
47.500000,0.240618
47.750000,0.237452
48.000000,0.234305
48.250000,0.231179
48.500000,0.228071
48.750000,0.224982
49.000000,0.221911
49.250000,0.218858
49.500000,0.215823
49.750000,0.212805
50.000000,0.209803
50.250000,0.206818
50.500000,0.203850
50.750000,0.200897
51.000000,0.197959
51.250000,0.195037
51.500000,0.192130
51.750000,0.189238
52.000000,0.186360
52.250000,0.183496
52.500000,0.180646
52.750000,0.177809
53.000000,0.174986
53.250000,0.172177
53.500000,0.169380
53.750000,0.166596
54.000000,0.163824
54.250000,0.161065
54.500000,0.158318
54.750000,0.155583
55.000000,0.152860
55.250000,0.150148
55.500000,0.147447
55.750000,0.144758
56.000000,0.142080
56.250000,0.139412
56.500000,0.136756
56.750000,0.134110
57.000000,0.131474
57.250000,0.128849
57.500000,0.126234
57.750000,0.123629
58.000000,0.121034
58.250000,0.118448
58.500000,0.115872
58.750000,0.113306
59.000000,0.110749
59.250000,0.108202
59.500000,0.105664
59.750000,0.103134
60.000000,0.100614
60.250000,0.098103
60.500000,0.095601
60.750000,0.093107
61.000000,0.090622
61.250000,0.088146
61.500000,0.085679
61.750000,0.083219
62.000000,0.080768
62.250000,0.078326
62.500000,0.075892
62.750000,0.073466
63.000000,0.071048
63.250000,0.068638
63.500000,0.066236
63.750000,0.063842
64.000000,0.061457
64.250000,0.059079
64.500000,0.056709
64.750000,0.054347
65.000000,0.051993
65.250000,0.049647
65.500000,0.047308
65.750000,0.044977
66.000000,0.042654
66.250000,0.040339
66.500000,0.038031
66.750000,0.035731
67.000000,0.033439
67.250000,0.031154
67.500000,0.028878
67.750000,0.026608
68.000000,0.024347
68.250000,0.022093
68.500000,0.019847
68.750000,0.017609
69.000000,0.015378
69.250000,0.013155
69.500000,0.010940
69.750000,0.008733
70.000000,0.006533
70.250000,0.004341
70.500000,0.002157
