16.000000,0.472635
16.250000,0.461793
16.500000,0.451076
16.750000,0.440471
17.000000,0.429971
17.250000,0.419564
17.500000,0.409243
17.750000,0.399000
18.000000,0.388827
18.250000,0.378717
18.500000,0.368664
18.750000,0.358660
19.000000,0.348699
19.250000,0.338777
19.500000,0.328887
19.750000,0.319024
20.000000,0.309183
20.250000,0.299359
20.500000,0.289548
20.750000,0.279744
21.000000,0.269944
21.250000,0.260142
21.500000,0.250336
21.750000,0.240521
22.000000,0.230693
22.250000,0.220848
22.500000,0.210983
22.750000,0.201093
23.000000,0.191176
23.250000,0.181227
23.500000,0.171243
23.750000,0.161222
24.000000,0.151158
24.250000,0.141049
24.500000,0.130892
24.750000,0.120684
25.000000,0.110420
25.250000,0.100098
25.500000,0.089714
25.750000,0.079266
26.000000,0.068750
26.250000,0.058162
26.500000,0.047500
26.750000,0.036760
27.000000,0.025939
27.250000,0.015033
27.500000,0.004040
